id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0096,Classification automatique de documents administratifs par traitement du langage naturel  Cas d'tude 6,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Cloud / DevOps,Rseaux et Tlcommunications,tude de cas,0.038,13,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0322,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Rseaux,Gnie Informatique,Dveloppement logiciel (SCRUM),0.631,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0566,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Cyberscurit,Gnie Informatique,Dveloppement logiciel (SCRUM),0.754,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0075,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Systmes Embarqus,Systmes Embarqus,tude de cas,0.261,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0551,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Dveloppement Web,Data Science,Recherche applique,0.594,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0547,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Cloud / DevOps,Cyberscurit,Dveloppement logiciel (SCRUM),0.927,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0213,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Systmes Embarqus,tude de cas,0.239,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0545,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Systmes Embarqus,Rseaux et Tlcommunications,Prototypage,0.578,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0366,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Gnie Logiciel,tude de cas,0.352,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0362,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Cloud / DevOps,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.41,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0400,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,IA / Machine Learning,Rseaux et Tlcommunications,Recherche applique,0.354,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0597,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Cloud / DevOps,Gnie Informatique,Recherche applique,0.862,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0579,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Mobile,Data Science,tude de cas,0.857,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0464,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Bases de donnes,Systmes Embarqus,Recherche applique,0.683,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0030,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Dveloppement Web,Gnie Informatique,Dveloppement logiciel (SCRUM),0.099,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0116,Systme embarqu de surveillance environnementale bas sur IoT  Cas d'tude 6,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Rseaux,Systmes Embarqus,Recherche exprimentale,0.042,11,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0348,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Systmes Embarqus,Data Science,Prototypage,0.615,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0394,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Mobile,Data Science,Recherche applique,0.333,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0511,Application,Une application mobile.,Cloud / DevOps,Gnie Informatique,Recherche applique,0.604,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0293,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Mobile,Systmes Embarqus,tude de cas,0.247,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0233,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Bases de donnes,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.14,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0289,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Bases de donnes,Gnie Logiciel,Recherche applique,0.449,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0304,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Cyberscurit,Data Science,Recherche applique,0.312,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0187,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Rseaux,Data Science,Dveloppement logiciel (SCRUM),0.2,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0175,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Mobile,Data Science,tude de cas,0.059,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0408,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Cyberscurit,Gnie Informatique,tude de cas,0.409,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0452,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Systmes Embarqus,Cyberscurit,Dveloppement logiciel (SCRUM),0.347,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0261,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Gnie Logiciel,Recherche applique,0.203,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0156,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo  Cas d'tude 6,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Systmes Embarqus,Recherche exprimentale,0.213,16,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0581,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Dveloppement Web,Rseaux et Tlcommunications,tude de cas,0.688,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0001,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 1,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Rseaux,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.124,14,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0530,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Rseaux,Gnie Informatique,Prototypage,0.689,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0212,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Gnie Logiciel,Recherche exprimentale,0.064,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0499,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Dveloppement Web,Cyberscurit,Dveloppement logiciel (SCRUM),0.615,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0053,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Mobile,Cyberscurit,tude de cas,0.154,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0496,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Mobile,Gnie Informatique,Dveloppement logiciel (SCRUM),0.557,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0410,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Cloud / DevOps,Systmes Embarqus,Prototypage,0.248,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0430,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Cyberscurit,Data Science,Dveloppement logiciel (SCRUM),0.574,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0162,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Dveloppement Web,Systmes Embarqus,Recherche exprimentale,0.342,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0588,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Mobile,Gnie Informatique,Dveloppement logiciel (SCRUM),0.877,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0256,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Mobile,Systmes Embarqus,Prototypage,0.62,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0401,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Cloud / DevOps,Gnie Logiciel,Recherche applique,0.523,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0230,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Bases de donnes,Gnie Informatique,Prototypage,0.342,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0460,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Cyberscurit,Gnie Informatique,Recherche exprimentale,0.677,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0236,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique  Cas d'tude 6,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cyberscurit,Gnie Logiciel,tude de cas,0.214,13,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0041,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines  Cas d'tude 1,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Rseaux,Data Science,Recherche exprimentale,0.219,11,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0405,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Mobile,Systmes Embarqus,tude de cas,0.38,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0497,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Dveloppement Web,Data Science,Prototypage,0.693,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0194,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Rseaux,Cyberscurit,Recherche applique,0.355,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
